Fecha Local,Dirección del Viento (grados),Dirección de ráfaga (grados),Rapidez de viento (km/h),Rapidez de ráfaga (km/h),Temperatura del Aire (°C),Humedad relativa (%),Presión Atmosférica (hpa),Precipitación (mm),Radiación Solar (W/m²)
5/15/2022 16:20,90,112,5.5,13.3,31.3,57,930.2,0,846
5/15/2022 16:30,83,67,5.7,14.4,31.8,55,930.1,0,874
5/15/2022 16:40,71,78,6.1,16.2,32.2,52,930.1,0,896
5/15/2022 16:50,82,88,4.5,13.7,32.7,50,930.1,0,916
5/15/2022 17:00,72,47,7,21.6,33.3,49,930,0,932
5/15/2022 17:10,74,72,5.6,14.4,33.6,47,930,0,952
5/15/2022 17:20,37,62,6.2,15.1,33.9,46,929.9,0,977
5/15/2022 17:30,83,53,7.6,19.1,34.1,45,929.8,0,991
5/15/2022 17:40,71,61,7.2,22.7,34.5,44,929.8,0,1003
5/15/2022 17:50,45,62,6.3,19.1,34.9,43,929.7,0,1011
5/15/2022 18:00,65,32,7,20.5,34.8,43,929.6,0,1017
5/15/2022 18:10,61,77,7.3,22,34.7,43,929.5,0,1029
5/15/2022 18:20,81,59,6.3,25.2,35,42,929.4,0,1032
5/15/2022 18:30,70,92,6.8,19.8,35.3,41,929.3,0,1033
5/15/2022 18:40,77,47,6.2,22,35.3,40,929.2,0,1031
5/15/2022 18:50,65,78,6.8,24.5,35.7,39,929,0,997
5/15/2022 19:00,42,71,7.9,29.5,35.8,38,928.9,0,1030
5/15/2022 19:10,44,48,8.9,23.8,35.8,37,928.7,0,1028
5/15/2022 19:20,43,33,6.6,25.2,35.9,37,928.6,0,1021
5/15/2022 19:30,30,17,9,28.8,36.1,37,928.5,0,1013
5/15/2022 19:40,31,80,8.4,24.5,36.2,37,928.3,0,944
5/15/2022 19:50,33,41,8.6,25.6,36.2,37,928.3,0,966
5/15/2022 20:00,44,55,9.1,25.9,36.1,37,928.2,0,966
5/15/2022 20:10,53,57,8.9,34.6,36,36,928.1,0,953
5/15/2022 20:20,29,44,7.1,28.1,36.2,34,927.9,0,750
5/15/2022 20:30,41,56,7.5,22,36.5,31,927.8,0,96
5/15/2022 20:40,51,74,8.9,27.4,36.8,30,927.7,0,95
5/15/2022 20:50,36,51,7.7,21.6,36.5,31,927.5,0,736
5/15/2022 21:00,49,64,9.7,23.4,36.5,31,927.4,0,740
5/15/2022 21:10,65,61,7.8,22,36.4,31,927.2,0,803
5/15/2022 21:20,38,43,7.4,25.2,36.8,32,927,0,683
5/15/2022 21:30,6,60,8.6,20.5,36.5,32,926.9,0,618
5/15/2022 21:40,1,36,7.4,19.4,36.3,31,926.7,0,624
5/15/2022 21:50,45,59,7.1,25.6,36.4,31,926.7,0,606
5/15/2022 22:00,355,356,7.8,24.8,36.5,30,926.7,0,224
5/15/2022 22:10,36,15,8.8,20.9,36.4,30,926.5,0,82
5/15/2022 22:20,36,59,9.2,23.8,36.3,30,926.5,0,433
5/15/2022 22:30,357,17,10.8,30.2,36,29,926.4,0,307
5/15/2022 22:40,12,32,8.1,18.7,35.6,27,926.3,0,156
5/15/2022 22:50,27,352,7.7,22.3,35.8,27,926.3,0,66
5/15/2022 23:00,339,14,10.7,28.1,35.2,27,926.2,0,190
5/15/2022 23:10,0,340,9.2,21.6,34.6,27,926.1,0,252
5/15/2022 23:20,6,33,8.9,24.5,34.1,26,926.1,0,61
5/15/2022 23:30,359,36,7.7,21.6,33.6,26,926.1,0,41
5/15/2022 23:40,20,56,8,21.2,33.2,25,926.2,0,38
5/15/2022 23:50,18,39,8.6,22.7,33,25,926.2,0,34
5/16/2022 0:00,3,31,10.5,27.4,32.9,25,926.2,0,31
5/16/2022 0:10,13,25,8.9,24.8,32.9,25,926.2,0,28
5/16/2022 0:20,209,12,4.6,14,32.3,29,926.4,0,24
5/16/2022 0:30,277,192,3.1,7.6,31,32,926.4,0,19
5/16/2022 0:40,237,185,4.5,10.1,30,34,926.5,0,16
5/16/2022 0:50,291,263,3.7,10.1,29.2,36,926.6,0,13
5/16/2022 1:00,295,218,3.4,7.2,28.4,39,926.7,0,8
5/16/2022 1:10,276,273,3.2,6.8,27.7,39,926.8,0,4
5/16/2022 1:20,248,213,2.5,5.4,27.1,40,927,0,0
5/16/2022 1:30,231,215,2.9,8.6,26.5,40,927.1,0,0
5/16/2022 1:40,266,201,2.3,6.8,26,41,927.2,0,0
5/16/2022 1:50,226,189,2,5.4,25.7,40,927.3,0,0
5/16/2022 2:00,245,265,2.8,6.5,25.5,41,927.4,0,0
5/16/2022 2:10,351,350,9.1,29.9,25.9,43,927.7,0,0
5/16/2022 2:20,342,7,6.5,14.4,27.1,43,927.9,0,0
5/16/2022 2:30,345,21,6.9,21.2,26.8,47,928.1,0,0
5/16/2022 2:40,343,331,8,16.9,26.9,50,928.2,0,0
5/16/2022 2:50,341,36,7.1,18.7,27,52,928.3,0,0
5/16/2022 3:00,356,34,5.5,18,27.2,53,928.4,0,0
5/16/2022 3:10,5,20,6.9,20.2,27.3,54,928.6,0,0
5/16/2022 3:20,4,2,9.7,20.9,27.4,55,928.7,0,0
5/16/2022 3:30,359,28,7.1,18.4,27.3,57,928.7,0,0
5/16/2022 3:40,12,47,4.3,13,27,58,928.9,0,0
5/16/2022 3:50,204,182,4.2,8.6,26.2,60,929.1,0,0
5/16/2022 4:00,222,192,2.1,6.5,25.3,63,929.1,0,0
5/16/2022 4:10,284,317,2.4,7.6,24.6,65,929.1,0,0
5/16/2022 4:20,250,310,3.6,9,24,67,929.2,0,0
5/16/2022 4:30,240,309,3.1,7.2,23.7,67,929.2,0,0
5/16/2022 4:40,294,305,2.2,5,23.2,69,929.3,0,0
5/16/2022 4:50,259,311,4.1,9.4,22.8,71,929.2,0,0
5/16/2022 5:00,261,278,1.7,5.4,22.6,71,929.2,0,0
5/16/2022 5:10,260,214,3.1,6.8,22.2,73,929.2,0,0
5/16/2022 5:20,302,317,2.4,6.1,21.9,75,929.1,0,0
5/16/2022 5:30,273,328,2.7,7.6,21.6,77,929.1,0,0
5/16/2022 5:40,267,317,2.9,6.1,21.3,78,929.1,0,0
5/16/2022 5:50,258,325,2,6.1,21.1,80,929.1,0,0
5/16/2022 6:00,268,270,1.4,3.6,20.9,80,929.1,0,0
5/16/2022 6:10,300,322,1.5,5,20.7,81,929,0,0
5/16/2022 6:20,246,209,1.9,4,20.4,82,929,0,0
5/16/2022 6:30,245,195,1.8,4.7,20.3,82,929,0,0
5/16/2022 6:40,276,323,1,4,20.1,83,929,0,0
5/16/2022 6:50,309,322,2.1,6.8,20,84,929,0,0
5/16/2022 7:00,263,320,2.7,5.8,19.9,83,929,0,0
5/16/2022 7:10,298,298,1.2,2.9,19.8,84,928.9,0,0
5/16/2022 7:20,254,302,2.5,5.4,19.6,85,928.9,0,0
5/16/2022 7:30,254,222,2.3,5,19.5,86,928.8,0,0
5/16/2022 7:40,267,210,2,5.4,19.4,86,928.8,0,0
5/16/2022 7:50,238,340,1,3.2,19.3,87,928.7,0,0
5/16/2022 8:00,253,320,0.8,3.2,19,88,928.4,0,0
5/16/2022 8:10,237,197,3,6.5,19,85,928.2,0,0
5/16/2022 8:20,279,213,2.1,5,18.9,86,928.3,0,0
5/16/2022 8:30,242,191,1.9,4,18.7,88,928.3,0,0
5/16/2022 8:40,276,307,1.8,6.1,18.5,88,928.3,0,0
5/16/2022 8:50,267,188,1.5,4.3,18.4,89,928.3,0,0
5/16/2022 9:00,275,303,1.7,4.3,18.3,90,928.2,0,0
5/16/2022 9:10,259,311,1.8,4.7,18.3,98,928.2,0,0
5/16/2022 9:20,244,192,1.6,5.8,18.3,99,928.3,0,0
5/16/2022 9:30,302,324,2.7,6.8,18.1,99,928.3,0,0
5/16/2022 9:40,259,238,1.8,6.5,18.1,100,928.4,0,0
5/16/2022 9:50,234,169,1,3.2,18,100,928.3,0,0
5/16/2022 10:00,302,248,1.1,5,18,100,928.3,0,0
5/16/2022 10:10,249,315,1.6,4,17.9,100,928.3,0,0
5/16/2022 10:20,291,324,2.3,5,17.8,100,928.3,0,0
5/16/2022 10:30,274,325,2.7,6.5,17.6,99,928.4,0,0
5/16/2022 10:40,269,292,2.1,4.7,17.4,98,928.5,0,0
5/16/2022 10:50,259,290,1.2,3.6,17.4,99,928.5,0,0
5/16/2022 11:00,236,193,1.5,4,17.4,99,928.6,0,0
5/16/2022 11:10,268,321,1.4,5.4,17.4,100,928.7,0,0
5/16/2022 11:20,274,338,1.4,3.6,17.6,98,928.7,0,0
5/16/2022 11:30,308,311,2.1,4,17.3,93,928.8,0,0
5/16/2022 11:40,259,307,1.3,4.3,17,93,928.9,0,0
5/16/2022 11:50,284,296,1.8,4.3,17.1,94,929,0,0
5/16/2022 12:00,275,188,1.4,4.7,17,92,929,0,1
5/16/2022 12:10,268,190,1.4,4.3,17,92,929,0,6
5/16/2022 12:20,251,315,1.7,4.3,17.1,91,929,0,13
5/16/2022 12:30,284,315,1.9,4.3,17.2,89,929.1,0,23
5/16/2022 12:40,226,196,2.6,6.1,17.6,92,929.2,0,32
5/16/2022 12:50,216,210,1.4,4,18.4,89,929.3,0,49
5/16/2022 13:00,238,212,1.6,4.7,19.1,84,929.4,0,57
5/16/2022 13:10,150,206,0.9,3.2,19.8,78,929.5,0,64
5/16/2022 13:20,342,165,0.3,2.5,20.7,72,929.5,0,76
5/16/2022 13:30,82,198,0.4,2.5,21.9,69,929.5,0,90
5/16/2022 13:40,125,135,0.3,2.2,23.2,67,929.6,0,96
5/16/2022 13:50,75,92,1.4,4.3,24.7,64,929.6,0,214
5/16/2022 14:00,80,119,1.5,4,25.9,62,929.7,0,375
5/16/2022 14:10,95,93,1.8,4,26.9,61,929.6,0,411
5/16/2022 14:20,76,64,4.4,8.6,27.7,58,929.6,0,451
5/16/2022 14:30,84,85,5.5,10.1,28.1,56,929.7,0,492
5/16/2022 14:40,93,93,5.2,8.3,28.6,52,929.7,0,532
5/16/2022 14:50,84,86,4.9,9,29.5,50,929.7,0,568
5/16/2022 15:00,99,100,4.3,8.3,30.1,50,929.7,0,604
5/16/2022 15:10,86,70,5.6,14.8,30.7,50,929.7,0,641
5/16/2022 15:20,78,87,5.8,12.2,31.2,49,929.7,0,667
5/16/2022 15:30,71,56,5.8,14.4,31.6,48,929.7,0,672
5/16/2022 15:40,80,62,7.8,13.3,31.9,47,929.7,0,731
5/16/2022 15:50,80,80,6.2,16.2,31.9,46,929.7,0,758
5/16/2022 16:00,76,59,4.5,12.6,32.2,43,929.7,0,791
5/16/2022 16:10,61,58,5.7,19.1,32.8,41,929.6,0,823
5/16/2022 16:20,20,64,4.8,11.5,33.4,38,929.7,0,853
5/16/2022 16:30,139,60,3.9,10.4,33.7,36,929.7,0,885
5/16/2022 16:40,45,32,9.4,23,34.3,33,929.7,0,911
5/16/2022 16:50,37,45,9.9,25.9,34.7,31,929.8,0,941
5/16/2022 17:00,52,41,9.9,24.8,35.3,29,929.8,0,966
5/16/2022 17:10,35,69,12.1,35.3,35.6,29,929.8,0,990
5/16/2022 17:20,355,25,10.2,24.5,35.5,26,929.7,0,1014
5/16/2022 17:30,4,59,11,24.8,35.9,26,929.6,0,1027
5/16/2022 17:40,16,53,11.9,25.6,36.1,25,929.4,0,1041
5/16/2022 17:50,349,40,13.2,31.7,36,23,929.2,0,1054
5/16/2022 18:00,33,47,11.3,33.1,36.5,25,929.1,0,1051
5/16/2022 18:10,38,45,12.3,30.6,36.6,25,929,0,1060
5/16/2022 18:20,25,53,9.4,30.6,36.7,26,928.7,0,1068
5/16/2022 18:30,28,49,13.1,35.3,37.2,26,928.7,0,1060
5/16/2022 18:40,29,48,13.7,41,37,29,928.6,0,1044
5/16/2022 18:50,16,354,11.6,31.3,36.6,30,928.5,0,1008
5/16/2022 19:00,5,54,15.2,38.5,36.1,30,928.4,0,1044
5/16/2022 19:10,17,22,13.8,33.8,35.8,30,928.3,0,1039
5/16/2022 19:20,16,73,11.9,37.4,36.1,29,928.1,0,1036
5/16/2022 19:30,52,15,9.3,32.4,36.3,28,928.1,0,1020
5/16/2022 19:40,35,50,13,37.4,36.4,27,928,0,976
5/16/2022 19:50,5,58,11.6,30.6,36.5,28,927.9,0,945
5/16/2022 20:00,12,21,16.6,40,36.5,28,927.8,0,967
5/16/2022 20:10,35,31,11.6,35.3,36.3,29,927.8,0,941
5/16/2022 20:20,21,33,14,34.6,36.4,27,927.6,0,725
5/16/2022 20:30,351,19,10.4,35.3,36.6,27,927.4,0,129
5/16/2022 20:40,339,352,12.3,32.4,36.7,26,927.3,0,128
5/16/2022 20:50,18,13,13.8,41.8,36.7,26,927.4,0,763
5/16/2022 21:00,30,54,10.6,33.1,36.6,26,927.2,0,726
5/16/2022 21:10,33,37,13.6,35.3,36.6,25,927.1,0,789
5/16/2022 21:20,338,307,11.2,28.4,36.7,25,926.9,0,669
5/16/2022 21:30,10,351,11.7,39.6,36.6,24,926.9,0,630
5/16/2022 21:40,351,352,17.3,41.8,36.3,24,926.7,0,594
5/16/2022 21:50,34,30,10,26.3,36.2,24,926.7,0,585
5/16/2022 22:00,356,37,11.1,36,36.5,24,926.7,0,312
5/16/2022 22:10,22,4,10.8,28.8,36.1,25,926.6,0,118
5/16/2022 22:20,17,21,13.4,31.7,35.9,25,926.4,0,376
5/16/2022 22:30,23,3,12.6,36.7,35.8,25,926.4,0,213
5/16/2022 22:40,6,30,14.1,44.6,35.4,24,926.4,0,116
5/16/2022 22:50,12,33,13.4,34.9,35.3,24,926.3,0,104
5/16/2022 23:00,5,29,12.8,32.8,35.2,24,926.2,0,274
5/16/2022 23:10,16,37,15.7,40.7,34.8,23,926.1,0,200
5/16/2022 23:20,20,5,11.1,34.6,34.6,22,926.1,0,85
5/16/2022 23:30,1,349,10.3,24.5,34.3,21,926.2,0,73
5/16/2022 23:40,316,280,8.5,20.9,34,22,926.1,0,68
5/16/2022 23:50,329,336,8,21.6,33.5,23,926.1,0,60
5/17/2022 0:00,340,359,10.1,26.6,33.3,23,926.1,0,55
5/17/2022 0:10,351,351,9.9,30.6,33.3,24,926.1,0,56
5/17/2022 0:20,339,348,9.4,23,33.2,25,926.2,0,48
5/17/2022 0:30,351,14,8.3,25.2,33,26,926.3,0,42
5/17/2022 0:40,345,21,9.1,20.5,32.5,28,926.3,0,31
5/17/2022 0:50,351,354,7,16.6,32.2,28,926.4,0,21
5/17/2022 1:00,338,306,6.1,14.8,31.7,29,926.5,0,14
5/17/2022 1:10,359,23,4.7,12.2,31.1,30,926.6,0,4
5/17/2022 1:20,304,309,5,13,30.1,33,926.8,0,0
5/17/2022 1:30,286,23,3.2,11.5,29.2,34,926.9,0,0
5/17/2022 1:40,266,352,3.3,13.7,28.8,33,927,0,0
5/17/2022 1:50,286,315,3,10.4,28.3,35,927.1,0,0
5/17/2022 2:00,240,302,4.1,9.4,27.9,36,927.3,0,0
5/17/2022 2:10,229,186,3.5,8.3,27.3,37,927.4,0,0
5/17/2022 2:20,321,6,5.7,20.9,26.7,38,927.6,0,0
5/17/2022 2:30,357,1,9.4,20.9,27.6,38,927.8,0,0
5/17/2022 2:40,347,349,7.2,18.7,28.8,39,927.9,0,0
5/17/2022 2:50,347,352,11.4,26.6,29.2,45,928,0,0
5/17/2022 3:00,350,4,8.9,18.4,29.4,48,928,0,0
5/17/2022 3:10,353,349,9.9,21.6,29.3,50,928.1,0,0
5/17/2022 3:20,356,348,10,20.9,29.2,52,928.2,0,0
5/17/2022 3:30,3,18,10.3,25.9,28.9,54,928.2,0,0
5/17/2022 3:40,348,14,10.7,26.6,28.6,56,928.3,0,0
5/17/2022 3:50,354,35,10.2,36,28.3,58,928.4,0,0
5/17/2022 4:00,15,28,9.7,20.9,28,59,928.4,0,0
5/17/2022 4:10,57,49,6.7,16.6,27.7,60,928.5,0,0
5/17/2022 4:20,69,87,4.2,14.4,27.4,61,928.6,0,0
5/17/2022 4:30,347,348,2.1,8.6,26.9,62,928.7,0,0
5/17/2022 4:40,213,51,3.2,13.3,26.3,63,928.7,0,0
5/17/2022 4:50,218,166,2.9,7.6,25.7,65,928.7,0,0
5/17/2022 5:00,277,324,2.3,6.8,25.1,66,928.7,0,0
5/17/2022 5:10,256,156,3.7,7.6,24.6,68,928.7,0,0
5/17/2022 5:20,276,292,2.2,6.5,24.1,69,928.7,0,0
5/17/2022 5:30,244,321,3.6,7.6,23.8,69,928.8,0,0
5/17/2022 5:40,235,317,2.8,6.8,23.5,70,928.8,0,0
5/17/2022 5:50,247,170,2.4,5.4,23.1,71,928.7,0,0
5/17/2022 6:00,263,236,2.4,4.7,22.7,73,928.6,0,0
5/17/2022 6:10,277,303,2.2,6.5,22.4,74,928.6,0,0
5/17/2022 6:20,256,208,2.9,6.8,22.1,75,928.5,0,0
5/17/2022 6:30,267,318,2,5,21.9,75,928.4,0,0
5/17/2022 6:40,220,209,2.7,7.2,21.7,76,928.5,0,0
5/17/2022 6:50,235,165,2.6,5.8,21.5,77,928.4,0,0
5/17/2022 7:00,257,306,2.4,5,21.6,76,928.2,0,0
5/17/2022 7:10,244,285,2.6,4.7,21.4,77,928.1,0,0
5/17/2022 7:20,232,234,2.4,6.1,21.2,76,928,0,0
5/17/2022 7:30,273,296,2.8,7.2,20.9,77,927.9,0,0
5/17/2022 7:40,239,313,3,7.2,20.6,77,927.9,0,0
5/17/2022 7:50,244,219,2.4,4.7,20.5,76,927.8,0,0
5/17/2022 8:00,250,313,3.1,8.3,20.3,77,927.6,0,0
5/17/2022 8:10,265,215,3.1,7.2,20.2,77,927.6,0,0
5/17/2022 8:20,205,218,1.3,5.8,20.2,76,927.4,0,0
5/17/2022 8:30,242,213,2.2,6.1,20.1,77,927.4,0,0
5/17/2022 8:40,274,317,3.4,6.8,19.9,80,927.3,0,0
5/17/2022 8:50,249,210,2.1,5.8,19.8,79,927.3,0,0
5/17/2022 9:00,250,219,1.7,5.4,19.7,80,927.3,0,0
5/17/2022 9:10,246,204,2.9,6.1,19.5,81,927.2,0,0
5/17/2022 9:20,236,182,2.3,5.8,19.4,80,927.2,0,0
5/17/2022 9:30,271,211,1.6,4.3,19.2,82,927.2,0,0
5/17/2022 9:40,255,311,2.9,7.2,18.9,82,927.3,0,0
5/17/2022 9:50,291,332,2.8,5.8,18.7,82,927.3,0,0
5/17/2022 10:00,235,206,2.7,6.1,18.6,83,927.3,0,0
5/17/2022 10:10,226,182,3.2,6.5,18.6,83,927.3,0,0
5/17/2022 10:20,272,303,3.3,8.3,18.5,82,927.2,0,0
5/17/2022 10:30,294,217,2.3,5.8,18.4,81,927.2,0,0
5/17/2022 10:40,245,249,1.6,5.4,18.2,82,927.3,0,0
5/17/2022 10:50,257,313,1.9,5.4,17.9,82,927.4,0,0
5/17/2022 11:00,290,184,3.1,5.8,17.8,83,927.5,0,0
5/17/2022 11:10,255,315,4,7.9,17.7,83,927.5,0,0
5/17/2022 11:20,232,199,3.6,6.5,17.7,82,927.5,0,0
5/17/2022 11:30,289,358,2,4.7,17.5,82,927.6,0,0
5/17/2022 11:40,271,213,2,4,17.2,82,927.7,0,0
5/17/2022 11:50,276,317,3.8,7.2,17,81,927.8,0,0
5/17/2022 12:00,294,315,2.1,5,16.9,80,927.8,0,0
5/17/2022 12:10,281,323,1.9,5.8,17,81,927.9,0,4
5/17/2022 12:20,259,327,2.5,5.4,17,79,928.1,0,12
5/17/2022 12:30,291,315,2,5.8,17.2,77,928.2,0,25
5/17/2022 12:40,223,212,1.6,5,17.5,74,928.2,0,34
5/17/2022 12:50,214,214,1.1,4,18,70,928.3,0,51
5/17/2022 13:00,202,212,0.9,2.5,18.7,68,928.4,0,56
5/17/2022 13:10,62,28,0.7,2.5,19.5,66,928.5,0,63
5/17/2022 13:20,5,351,0.8,2.5,20.5,62,928.6,0,72
5/17/2022 13:30,176,187,1.2,3.6,21.7,59,928.6,0,83
5/17/2022 13:40,100,324,1.4,3.6,23,59,928.7,0,94
5/17/2022 13:50,88,90,2.6,5.8,24.4,60,928.6,0,217
5/17/2022 14:00,81,72,2.8,6.5,25.5,60,928.7,0,372
5/17/2022 14:10,76,65,3.2,7.9,26.4,57,928.6,0,410
5/17/2022 14:20,79,64,4,8.6,27,55,928.6,0,446
5/17/2022 14:30,84,96,4.2,7.6,27.8,53,928.7,0,482
5/17/2022 14:40,84,74,4.3,8.3,28.5,51,928.7,0,517
5/17/2022 14:50,82,80,6,11.2,29.1,49,928.7,0,552
5/17/2022 15:00,87,93,5.2,9,29.6,47,928.7,0,586
5/17/2022 15:10,90,101,6,14.4,30.1,49,928.8,0,616
5/17/2022 15:20,83,61,6.5,13.3,30.4,49,928.9,0,643
5/17/2022 15:30,75,45,6.2,17.6,30.5,50,928.9,0,673
5/17/2022 15:40,70,78,6.6,16.2,30.8,50,929,0,702
5/17/2022 15:50,70,64,8,16.6,31.1,49,929,0,727
5/17/2022 16:00,56,61,7.1,17.6,31.1,49,929,0,755
5/17/2022 16:10,64,36,8,16.9,31.4,48,928.9,0,784
5/17/2022 16:20,65,53,7.3,20.9,31.8,48,928.8,0,809
5/17/2022 16:30,67,44,7.5,20.9,32.3,46,928.9,0,832
5/17/2022 16:40,70,66,6.8,19.1,32.4,45,928.8,0,857
5/17/2022 16:50,33,345,6.7,15.5,32.6,43,928.8,0,881
5/17/2022 17:00,38,84,6.5,21.6,32.7,41,928.7,0,908
5/17/2022 17:10,20,53,6.7,17.6,33.3,38,928.8,0,935
5/17/2022 17:20,74,53,9,24.8,33.8,35,928.8,0,954
5/17/2022 17:30,53,42,9,23,34.2,34,928.8,0,969
5/17/2022 17:40,67,46,9.5,27.4,34.6,33,928.7,0,979
5/17/2022 17:50,63,74,9.7,22.3,34.6,34,928.6,0,983
5/17/2022 18:00,41,45,10.8,27.7,34.7,36,928.5,0,991
5/17/2022 18:10,45,41,12.3,32,34.8,36,928.4,0,1004
5/17/2022 18:20,38,33,13.6,37.8,34.7,36,928.3,0,1001
5/17/2022 18:30,48,59,11,40.7,34.7,37,928.1,0,963
5/17/2022 18:40,47,32,12.3,33.1,34.8,38,928,0,1005
5/17/2022 18:50,45,57,12.6,34.2,34.9,36,927.9,0,887
5/17/2022 19:00,53,37,11,34.9,34.7,37,927.8,0,856
5/17/2022 19:10,44,64,10.9,25.9,34.9,37,927.6,0,944
5/17/2022 19:20,15,4,12.4,27,35.5,35,927.5,0,915
5/17/2022 19:30,32,59,12.4,32.8,35.4,35,927.6,0,827
5/17/2022 19:40,38,69,13.3,34.6,35,35,927.6,0,844
5/17/2022 19:50,41,36,11.9,32,35.3,34,927.4,0,878
5/17/2022 20:00,39,45,10.8,29.5,35.9,34,927.2,0,813
5/17/2022 20:10,355,36,10.4,28.8,36.1,33,927.1,0,906
5/17/2022 20:20,32,36,9.1,26.6,36.6,33,927,0,709
5/17/2022 20:30,24,66,10.4,30.2,36.9,33,926.8,0,155
5/17/2022 20:40,24,26,12.9,33.1,36.9,32,926.6,0,179
5/17/2022 20:50,13,13,8.7,24.5,36.8,32,926.4,0,648
5/17/2022 21:00,20,354,8.1,29.5,37.3,31,926.3,0,634
5/17/2022 21:10,353,54,8.7,30.2,37.3,30,926.2,0,565
5/17/2022 21:20,39,39,8.9,32.4,36.8,30,926.2,0,403
5/17/2022 21:30,29,44,8.1,28.1,36.2,31,926.1,0,374
5/17/2022 21:40,42,59,9.6,26.6,36.1,31,925.9,0,401
5/17/2022 21:50,19,44,8.3,23.4,36.3,31,925.8,0,400
5/17/2022 22:00,240,229,8.9,32,36.3,31,925.8,0,287
5/17/2022 22:10,343,223,7.6,18.4,36.1,31,925.7,0,256
5/17/2022 22:20,351,26,7.1,23.4,35.9,31,925.7,0,237
5/17/2022 22:30,354,17,9,20.9,35.6,31,925.7,0,212
5/17/2022 22:40,304,62,6,11.5,35.3,31,925.8,0,172
5/17/2022 22:50,311,286,7.7,17.6,35.1,31,925.8,0,159
5/17/2022 23:00,286,304,6.1,15.5,34.8,32,925.7,0,139
5/17/2022 23:10,323,292,6.9,16.6,34.7,32,925.6,0,126
5/17/2022 23:20,7,1,10.6,23,34.5,32,925.6,0,123
5/17/2022 23:30,338,349,7.2,20.2,34.3,31,925.6,0,122
5/17/2022 23:40,357,14,10.9,25.2,34.2,31,925.5,0,113
5/17/2022 23:50,328,0,9.9,27.4,34.1,30,925.6,0,96
5/18/2022 0:00,291,245,9,22,33.9,30,925.7,0,88
5/18/2022 0:10,344,358,8.6,23,33.7,29,925.8,0,87
5/18/2022 0:20,4,356,10.6,21.6,33.7,29,925.8,0,85
5/18/2022 0:30,351,351,9.3,20.5,33.5,29,925.8,0,67
5/18/2022 0:40,354,344,9.2,20.9,33.3,29,925.8,0,44
5/18/2022 0:50,350,353,10.5,21.6,33.1,28,925.9,0,30
5/18/2022 1:00,349,332,9.9,18,32.8,28,926,0,17
5/18/2022 1:10,336,333,5.6,16.6,32.5,29,926,0,6
5/18/2022 1:20,347,14,7.8,18.4,31.8,29,926.1,0,0
5/18/2022 1:30,342,304,5.1,13.3,31.3,29,926.2,0,0
5/18/2022 1:40,325,20,4,10.1,30.7,31,926.3,0,0
5/18/2022 1:50,238,208,3.6,9.4,29.9,33,926.5,0,0
5/18/2022 2:00,245,205,3.8,8.3,29.2,33,926.7,0,0
5/18/2022 2:10,230,200,4.2,9.7,28.5,35,926.8,0,0
5/18/2022 2:20,249,240,3.5,6.8,27.9,36,926.8,0,0
5/18/2022 2:30,327,320,4.5,13,27.4,37,926.8,0,0
5/18/2022 2:40,335,346,5.2,14.8,26.8,38,926.9,0,0
5/18/2022 2:50,348,353,8.6,18.7,27.2,36,927.1,0,0
5/18/2022 3:00,355,332,6.1,16.6,28,37,927.2,0,0
5/18/2022 3:10,219,222,4.5,9.7,27.9,37,927.4,0,0
5/18/2022 3:20,271,199,2.8,6.5,27,40,927.5,0,0
5/18/2022 3:30,263,191,4,8.6,26.3,41,927.6,0,0
5/18/2022 3:40,208,211,3.7,9.4,25.9,42,927.7,0,0
5/18/2022 3:50,207,198,2.6,7.9,25.5,43,927.9,0,0
5/18/2022 4:00,253,312,3.3,5.8,25.1,46,927.9,0,0
5/18/2022 4:10,222,208,2.9,5.8,24.9,46,927.9,0,0
5/18/2022 4:20,235,216,3,6.5,24.8,46,928,0,0
5/18/2022 4:30,236,216,3.7,6.8,24.6,47,928,0,0
5/18/2022 4:40,245,178,3.3,6.8,24.4,48,928.1,0,0
5/18/2022 4:50,242,225,3.7,8.3,24.2,49,928,0,0
5/18/2022 5:00,227,196,2,6.1,24.2,50,927.9,0,0
5/18/2022 5:10,241,308,3.4,6.8,23.9,51,927.9,0,0
5/18/2022 5:20,219,301,3.3,6.8,23.7,52,927.9,0,0
5/18/2022 5:30,253,302,1.8,5,23.6,52,927.8,0,0
5/18/2022 5:40,297,251,1.6,4.3,23.6,51,927.8,0,0
5/18/2022 5:50,269,317,3,6.1,23.6,51,927.7,0,0
5/18/2022 6:00,282,315,3.4,7.6,23.4,52,927.7,0,0
5/18/2022 6:10,284,288,1.2,3.6,23.1,54,927.7,0,0
5/18/2022 6:20,273,315,2.9,6.5,22.8,54,927.6,0,0
5/18/2022 6:30,253,209,3.1,6.1,22.7,55,927.4,0,0
5/18/2022 6:40,208,197,3.9,7.9,22.7,54,927.4,0,0
5/18/2022 6:50,204,202,3.5,6.8,23,55,927.8,0,0
5/18/2022 7:00,219,212,3.6,8.3,23.2,56,927.9,0,0
5/18/2022 7:10,252,309,1.7,5.4,23,59,927.7,0,0
5/18/2022 7:20,264,289,2.8,6.8,22.8,62,927.6,0,0
5/18/2022 7:30,305,319,4.7,7.9,22.6,63,927.4,0,0
5/18/2022 7:40,275,320,3.2,6.8,22.3,64,927.3,0,0
5/18/2022 7:50,305,342,1.7,4.3,22.1,65,927.1,0,0
