Fecha Local,Dirección del Viento (grados),Dirección de ráfaga (grados),Rapidez de viento (km/h),Rapidez de ráfaga (km/h),Temperatura del Aire (°C),Humedad relativa (%),Presión Atmosférica (hpa),Precipitación (mm),Radiación Solar (W/m²)
5/1/2022 12:10,222,191,2,4,19.6,100,926.1,0,2
5/1/2022 12:20,281,308,2.3,4.7,19.5,100,926.1,0,6
5/1/2022 12:30,233,202,1.8,3.6,19.4,100,926.2,0,17
5/1/2022 12:40,300,203,1.1,2.9,19.4,100,926.3,0,25
5/1/2022 12:50,300,138,1.7,13,19.4,100,926.5,0,33
5/1/2022 13:00,230,315,2.6,5.4,19.6,100,926.5,0,39
5/1/2022 13:10,222,182,2.2,5.4,20,100,926.6,0,46
5/1/2022 13:20,283,334,1.3,3.6,20.3,100,926.6,0,40
5/1/2022 13:30,3,279,0.9,2.5,20.7,100,926.7,0,47
5/1/2022 13:40,101,105,1.8,4.3,21,100,926.7,0,75
5/1/2022 13:50,97,93,1.2,3.2,21.3,100,926.8,0,97
5/1/2022 14:00,171,151,1,3.2,21.6,100,926.8,0,136
5/1/2022 14:10,97,155,0.7,3.2,22.3,100,926.8,0,238
5/1/2022 14:20,81,72,4.4,11.2,22.8,100,926.9,0,164
5/1/2022 14:30,73,73,4.9,10.1,23,100,927,0,170
5/1/2022 14:40,57,67,3.7,9.7,23.2,100,927.1,0,200
5/1/2022 14:50,63,45,4.5,9,23.4,100,927.1,0,177
5/1/2022 15:00,52,47,4.3,10.8,23.6,100,927.2,0,252
5/1/2022 15:10,47,56,5,13.7,23.8,100,927.2,0,199
5/1/2022 15:20,69,56,4.2,13,23.8,100,927.2,0,166
5/1/2022 15:30,60,65,3.6,10.1,23.9,100,927.2,0,123
5/1/2022 15:40,60,32,4.8,12.2,23.8,100,927.3,0,85
5/1/2022 15:50,49,54,4.6,12.2,23.5,100,927.4,0,80
5/1/2022 16:00,45,53,5,11.9,23.4,100,927.4,0,130
5/1/2022 16:10,34,42,4.3,12.2,23.5,100,927.3,0,134
5/1/2022 16:20,46,54,5,15.5,23.7,100,927.3,0,138
5/1/2022 16:30,53,62,4,12.2,23.8,100,927.3,0,139
5/1/2022 16:40,42,45,1.7,7.2,24.1,100,927.2,0,148
5/1/2022 16:50,255,194,2.2,5.4,24.4,97,927.3,0,167
5/1/2022 17:00,188,201,2.6,5.8,24.5,96,927.3,0,206
5/1/2022 17:10,179,174,2.2,5.8,24.7,94,927.4,0,224
5/1/2022 17:20,177,228,1.6,5.8,25.1,92,927.3,0,214
5/1/2022 17:30,357,346,1.2,3.6,25.2,91,927.3,0,192
5/1/2022 17:40,180,176,2.3,5.8,25.4,90,927.2,0,203
5/1/2022 17:50,180,180,2.8,5.4,25.4,89,927.1,0,159
5/1/2022 18:00,126,180,1.1,4,25.5,89,926.9,0,227
5/1/2022 18:10,258,276,4.1,10.1,25.9,86,926.8,0,262
5/1/2022 18:20,222,208,4.8,11.2,26,82,926.7,0,285
5/1/2022 18:30,191,198,3.3,9,26.4,80,926.7,0,284
5/1/2022 18:40,208,287,2.6,7.9,26.6,78,926.6,0,246
5/1/2022 18:50,259,237,6.1,14.8,26.7,77,926.5,0,278
5/1/2022 19:00,311,273,7.7,15.1,26.8,77,926.4,0,259
5/1/2022 19:10,299,332,4.8,13.7,26.9,75,926.3,0,271
5/1/2022 19:20,323,0,3.6,8.3,27.2,74,926.1,0,263
5/1/2022 19:30,345,15,7.3,21.2,27.5,73,926,0,404
5/1/2022 19:40,29,46,10.3,23.8,27.7,74,925.9,0,399
5/1/2022 19:50,19,344,9.2,23.4,28,73,925.7,0,328
5/1/2022 20:00,41,28,10.4,29.5,27.8,74,925.6,0,267
5/1/2022 20:10,36,71,10.3,27.7,27.7,74,925.4,0,217
5/1/2022 20:20,37,64,8.7,20.9,27.6,74,925.3,0,362
5/1/2022 20:30,33,35,7.7,28.8,28.3,72,925.1,0,373
5/1/2022 20:40,46,38,10.7,26.3,28.7,71,925,0,417
5/1/2022 20:50,51,56,9.2,22.3,28.8,72,925,0,251
5/1/2022 21:00,45,33,9.1,24.8,28.5,73,924.9,0,218
5/1/2022 21:10,49,49,8.1,20.9,28.4,73,924.8,0,325
5/1/2022 21:20,50,72,10.4,29.2,29,70,924.6,0,408
5/1/2022 21:30,43,34,11,26.6,29.6,69,924.4,0,328
5/1/2022 21:40,31,46,10.7,28.4,29.4,70,924.2,0,311
5/1/2022 21:50,40,69,10.4,25.2,29.3,70,924.1,0,257
5/1/2022 22:00,20,49,8.9,20.9,29.5,68,923.9,0,320
5/1/2022 22:10,31,73,9.8,24.1,29.8,68,923.9,0,198
5/1/2022 22:20,38,46,6.7,25.6,29.6,68,923.9,0,162
5/1/2022 22:30,26,68,7.1,20.2,29.4,69,924,0,127
5/1/2022 22:40,34,37,7.8,24.5,29.3,69,923.8,0,174
5/1/2022 22:50,26,34,9.2,22.7,29.3,70,923.6,0,283
5/1/2022 23:00,24,26,8.2,20.5,29.5,68,923.5,0,212
5/1/2022 23:10,17,28,10.2,24.8,29.5,68,923.5,0,127
5/1/2022 23:20,350,14,8.1,19.1,29.5,68,923.4,0,122
5/1/2022 23:30,0,42,9.4,19.4,29.4,68,923.3,0,117
5/1/2022 23:40,354,328,8.2,15.8,29.4,68,923.2,0,99
5/1/2022 23:50,5,18,11.4,29.5,29.4,67,923.2,0,98
5/2/2022 0:00,4,43,12.4,28.4,29.4,66,923.2,0,84
5/2/2022 0:10,34,43,10.2,31.3,29.4,68,923.5,0,57
5/2/2022 0:20,23,55,12.9,31.7,29,71,923.6,0,42
5/2/2022 0:30,21,58,13.5,32.4,28.7,73,923.6,0,27
5/2/2022 0:40,360,9,11.4,28.8,28.4,76,923.6,0,15
5/2/2022 0:50,360,25,13.7,33.8,28.1,76,923.6,0,7
5/2/2022 1:00,11,15,11.6,28.1,27.8,76,923.7,0,3
5/2/2022 1:10,9,356,8.5,27,27.6,77,923.9,0,0
5/2/2022 1:20,9,49,10.5,25.6,27.2,79,924.1,0,0
5/2/2022 1:30,4,38,11.5,25.2,27,80,924.2,0,0
5/2/2022 1:40,348,350,9.3,19.8,26.7,82,924.2,0,0
5/2/2022 1:50,5,20,10.5,21.2,26.5,83,924.1,0,0
5/2/2022 2:00,19,44,10.2,23.4,26.3,85,924.2,0,0
5/2/2022 2:10,21,0,9.8,23,26.2,85,924.1,0,0
5/2/2022 2:20,6,1,7.8,16.6,26.1,86,923.9,0,0
5/2/2022 2:30,354,357,7.9,14.8,25.9,87,923.9,0,0
5/2/2022 2:40,7,38,7.3,16.6,25.7,89,924,0,0
5/2/2022 2:50,3,346,9.5,18.4,25.5,91,924.1,0,0
5/2/2022 3:00,2,41,5.8,16.2,25.3,92,924.2,0,0
5/2/2022 3:10,355,325,6,15.1,25.1,95,924.3,0,0
5/2/2022 3:20,348,336,5.5,19.8,24.9,97,924.3,0,0
5/2/2022 3:30,7,34,6.6,19.1,24.9,97,924.4,0,0
5/2/2022 3:40,338,354,6.6,14.4,25,97,924.4,0,0
5/2/2022 3:50,6,0,6.9,17.3,25,98,924.4,0,0
5/2/2022 4:00,7,1,7.7,18.7,24.9,100,924.4,0,0
5/2/2022 4:10,8,350,8.1,18.4,24.9,100,924.3,0,0
5/2/2022 4:20,10,340,6.8,19.1,24.8,100,924.1,0,0
5/2/2022 4:30,16,359,6.1,16.9,24.7,100,924.1,0,0
5/2/2022 4:40,5,37,3.6,10.4,24.6,100,924.1,0,0
5/2/2022 4:50,17,13,6.5,17.3,24.4,100,924,0,0
5/2/2022 5:00,97,349,4,9,24.3,100,923.9,0,0
5/2/2022 5:10,55,22,2.3,10.1,23.8,100,923.6,0,0
5/2/2022 5:20,235,350,4.3,11.9,23.4,100,923.4,0,0
5/2/2022 5:30,343,351,3.4,10.4,23.2,100,923.4,0,0
5/2/2022 5:40,184,189,2.7,8.3,23,100,923.5,0,0
5/2/2022 5:50,246,351,1.7,6.1,22.8,100,923.5,0,0
5/2/2022 6:00,192,221,1.3,3.2,22.6,100,923.4,0,0
5/2/2022 6:10,207,147,2.7,5.4,22.6,100,923.2,0,0
5/2/2022 6:20,267,309,2.3,5.4,22.5,100,923.2,0,0
5/2/2022 6:30,131,62,2.6,7.9,22.5,100,923.3,0,0
5/2/2022 6:40,4,26,2.6,7.9,22.7,100,923.6,0,0
5/2/2022 6:50,130,150,0.9,3.2,22.7,100,923.7,0,0
5/2/2022 7:00,282,322,2.2,4.3,22.8,100,923.9,0,0
5/2/2022 7:10,238,239,1.5,5.8,22.9,100,924.1,0,0
5/2/2022 7:20,297,18,0.9,3.2,22.9,100,924.2,0,0
5/2/2022 7:30,335,319,1.2,4,23,100,924.2,0,0
5/2/2022 7:40,59,63,3,11.2,23,100,924.1,0,0
5/2/2022 7:50,76,47,5,9.4,22.9,100,924,0,0
5/2/2022 8:00,360,43,2.6,6.5,22.9,100,924.1,0,0
5/2/2022 8:10,8,349,1.8,4,22.8,100,924,0,0
5/2/2022 8:20,30,20,2.3,4.3,22.7,100,924,0,0
5/2/2022 8:30,102,119,2.6,5.4,22.7,100,923.9,0,0
5/2/2022 8:40,44,336,1.6,3.6,22.6,100,923.9,0,0
5/2/2022 8:50,9,313,3.1,9,22.5,100,923.9,0,0
5/2/2022 9:00,21,351,3,6.1,22.5,100,923.8,0,0
5/2/2022 9:10,65,62,3.7,6.5,22.5,100,923.8,0,0
5/2/2022 9:20,54,49,3.8,8.6,22.4,100,923.8,0,0
5/2/2022 9:30,57,65,1.8,4.3,22.3,100,923.8,0,0
5/2/2022 9:40,129,209,1.5,4,22.2,100,923.7,0,0
5/2/2022 9:50,198,190,1.4,3.6,22.1,100,923.7,0,0
5/2/2022 10:00,129,73,1.7,5.8,22.1,100,923.7,0,0
5/2/2022 10:10,67,70,1.3,4.3,22,100,923.7,0,0
5/2/2022 10:20,176,188,0.7,2.9,21.9,100,923.7,0,0
5/2/2022 10:30,52,15,0.6,2.2,21.9,100,923.8,0,0
5/2/2022 10:40,101,190,0.6,2.5,21.9,100,923.9,0,0
5/2/2022 10:50,69,45,1.5,3.6,21.8,100,924.1,0,0
5/2/2022 11:00,117,95,0.6,2.2,21.8,100,924.2,0,0
5/2/2022 11:10,24,0,0.7,2.5,21.8,100,924.2,0,0
5/2/2022 11:20,18,351,1.4,2.5,21.7,100,924.4,0,0
5/2/2022 11:30,294,202,0.8,2.2,21.7,100,924.6,0,0
5/2/2022 11:40,240,282,3.4,6.1,21.6,100,924.7,0,0
5/2/2022 11:50,299,273,1.3,4,21.6,100,924.9,0,0
5/2/2022 12:00,78,64,2.1,5,21.6,100,925,0,0
5/2/2022 12:10,214,222,2.1,5.4,21.5,100,925.1,0,1
5/2/2022 12:20,209,195,1.1,3.6,21.5,100,925.3,0,4
5/2/2022 12:30,242,306,0.9,3.2,21.4,100,925.5,0,12
5/2/2022 12:40,203,210,1.4,4.3,21.4,100,925.6,0,25
5/2/2022 12:50,188,192,1.8,3.6,21.5,100,925.7,0,38
5/2/2022 13:00,163,143,0.8,2.2,21.7,100,925.8,0,71
5/2/2022 13:10,135,93,0.8,3.2,22.1,100,925.7,0,108
5/2/2022 13:20,104,125,1.2,5,22.6,100,925.7,0,135
5/2/2022 13:30,157,175,3.3,6.5,23.2,100,925.8,0,169
5/2/2022 13:40,99,66,3.8,9.7,23.6,100,925.9,0,190
5/2/2022 13:50,66,77,5.4,11.5,24.3,100,925.9,0,196
5/2/2022 14:00,59,67,3.8,10.1,24.5,100,925.8,0,330
5/2/2022 14:10,62,65,5.7,13,25,100,925.9,0,355
5/2/2022 14:20,93,82,5.7,11.2,25.4,100,926.1,0,415
5/2/2022 14:30,88,92,4.8,12.2,25.6,100,926.2,0,220
5/2/2022 14:40,92,77,5.7,13.7,25,100,926.4,0,182
5/2/2022 14:50,83,70,7.5,19.4,24.8,100,926.4,0,179
5/2/2022 15:00,79,82,8.7,19.1,24.6,100,926.4,0,181
5/2/2022 15:10,83,83,8.3,16.9,24.5,100,926.4,0,179
5/2/2022 15:20,86,76,8.3,17.3,24.4,100,926.5,0,190
5/2/2022 15:30,105,79,4.7,13.7,24.3,100,926.4,0,247
5/2/2022 15:40,120,104,4.1,8.3,24.7,100,926.3,0,305
5/2/2022 15:50,170,163,4.1,9.4,25,100,926.3,0,336
5/2/2022 16:00,194,174,4.1,8.3,25.5,97,926.2,0,647
5/2/2022 16:10,131,94,4.3,10.8,26.6,89,926.1,0,798
5/2/2022 16:20,160,168,3.2,7.6,27.4,77,925.9,0,586
5/2/2022 16:30,139,150,4.1,10.8,28.2,72,925.9,0,920
5/2/2022 16:40,74,78,6.4,16.9,29,70,926,0,649
5/2/2022 16:50,60,33,7,18,29.1,70,926,0,822
5/2/2022 17:00,59,50,5.8,16.9,29.7,66,926,0,875
5/2/2022 17:10,245,238,3.7,9.7,30,65,925.9,0,714
5/2/2022 17:20,157,181,5.4,13.7,29.8,66,925.8,0,977
5/2/2022 17:30,83,60,5.4,15.1,29.8,66,925.7,0,951
5/2/2022 17:40,73,63,4.3,12.6,30.9,62,925.5,0,940
5/2/2022 17:50,66,55,6.7,16.9,31.4,60,925.4,0,931
5/2/2022 18:00,60,80,6.9,20.9,31.5,60,925.2,0,943
5/2/2022 18:10,58,53,6,16.2,31.9,59,925.1,0,943
5/2/2022 18:20,50,47,4.9,19.4,32.3,57,924.9,0,950
5/2/2022 18:30,61,59,5.9,15.1,32.7,56,924.7,0,950
5/2/2022 18:40,48,71,4.9,14.8,32.7,56,924.6,0,921
5/2/2022 18:50,32,41,5.9,18,32.7,56,924.4,0,954
5/2/2022 19:00,47,55,5.5,18.7,33.3,55,924.2,0,951
5/2/2022 19:10,51,72,8.2,22.7,33.6,53,924,0,948
5/2/2022 19:20,38,61,7.6,20.9,33.8,52,923.8,0,945
5/2/2022 19:30,62,42,7.6,20.9,34.1,51,923.7,0,864
5/2/2022 19:40,65,45,8.3,23.4,34.5,49,923.5,0,917
5/2/2022 19:50,49,59,9.6,27,34.7,49,923.4,0,905
5/2/2022 20:00,35,32,8.7,27.7,35.1,48,923.3,0,898
5/2/2022 20:10,39,27,8.6,23,34.7,48,923.3,0,846
5/2/2022 20:20,36,61,9,28.1,34.9,47,923.2,0,815
5/2/2022 20:30,53,55,9.7,21.6,34.8,48,923.1,0,773
5/2/2022 20:40,39,38,9.1,27.4,35,47,923,0,764
5/2/2022 20:50,18,35,10,27.7,34.9,46,922.8,0,664
5/2/2022 21:00,48,50,10,29.5,34.8,47,922.7,0,459
5/2/2022 21:10,41,68,10.4,27.4,35,46,922.5,0,152
5/2/2022 21:20,27,13,9.2,24.1,35.3,46,922.3,0,147
5/2/2022 21:30,41,51,10.8,29.5,35.2,46,922.2,0,445
5/2/2022 21:40,28,28,12.3,30.6,35.2,47,922.1,0,564
5/2/2022 21:50,42,58,11.5,27.4,34.8,46,922.1,0,237
5/2/2022 22:00,27,25,12.4,27.4,34.6,44,922.1,0,575
5/2/2022 22:10,40,33,12.7,38.5,34.4,45,922.1,0,544
5/2/2022 22:20,33,47,12.5,33.8,34.2,44,922.1,0,354
5/2/2022 22:30,24,34,12.5,32.4,33.9,41,922.2,0,472
5/2/2022 22:40,10,28,10.5,25.9,34.1,38,922.1,0,446
5/2/2022 22:50,327,329,9.3,23.4,34.1,37,922.2,0,416
5/2/2022 23:00,211,194,4.3,14.4,34.2,36,922.2,0,361
5/2/2022 23:10,336,30,7,18.7,33.7,39,922.2,0,67
5/2/2022 23:20,233,9,7.6,21.2,32.9,42,922.2,0,60
5/2/2022 23:30,306,275,7,21.6,32.4,44,922.1,0,55
5/2/2022 23:40,313,324,5,11.9,31.8,47,922.1,0,50
5/2/2022 23:50,299,324,5.1,13,31.3,49,922.2,0,46
5/3/2022 0:00,348,332,7.3,16.6,30.6,53,922.2,0,41
5/3/2022 0:10,328,11,4,8.6,30.6,53,922.3,0,37
5/3/2022 0:20,280,276,6.1,12.6,30.4,54,922.3,0,32
5/3/2022 0:30,263,274,3.9,9.4,30.1,55,922.3,0,26
5/3/2022 0:40,307,2,3.2,7.9,29.6,58,922.3,0,21
5/3/2022 0:50,193,350,4.7,10.8,29.1,60,922.4,0,15
5/3/2022 1:00,202,195,2.9,6.5,28.9,60,922.5,0,9
5/3/2022 1:10,210,189,3.6,9.7,28.4,62,922.6,0,3
5/3/2022 1:20,232,179,1.9,9,27.9,65,922.7,0,0
5/3/2022 1:30,327,328,2.9,6.1,27.4,67,922.9,0,0
5/3/2022 1:40,329,321,1.9,5,27,69,923,0,0
5/3/2022 1:50,310,318,2.9,8.3,26.6,70,923.1,0,0
5/3/2022 2:00,262,279,3,7.6,26.3,71,923.2,0,0
5/3/2022 2:10,327,298,2.8,7.2,26.2,72,923.2,0,0
5/3/2022 2:20,302,306,4.1,8.6,25.9,73,923.3,0,0
5/3/2022 2:30,306,313,3.8,8.6,25.7,74,923.4,0,0
5/3/2022 2:40,359,50,3.1,9.7,25.5,75,923.7,0,0
5/3/2022 2:50,268,201,4.3,7.9,25.2,76,924,0,0
5/3/2022 3:00,20,80,2.8,5.8,25.2,77,924.1,0,0
5/3/2022 3:10,222,162,3,6.1,25.2,78,924.2,0,0
5/3/2022 3:20,291,337,3.7,7.6,25.2,80,924.3,0,0
5/3/2022 3:30,274,324,3.8,7.2,25.1,81,924.4,0,0
5/3/2022 3:40,238,233,2.5,7.6,24.9,83,924.4,0,0
5/3/2022 3:50,292,313,3.3,6.8,24.6,85,924.5,0,0
5/3/2022 4:00,280,321,4.6,8.6,24.2,89,924.5,0,0
5/3/2022 4:10,241,307,2.7,7.9,23.9,93,924.6,0,0
5/3/2022 4:20,268,225,1.4,4.3,23.7,98,924.6,0,0
5/3/2022 4:30,299,310,3.1,5.8,23.5,100,924.7,0,0
5/3/2022 4:40,271,310,2.7,6.1,23.2,100,924.9,0,0
5/3/2022 4:50,276,310,2.9,5.8,23,100,924.9,0,0
5/3/2022 5:00,298,299,4.5,8.6,22.8,100,924.8,0,0
5/3/2022 5:10,300,312,1.9,4.7,22.6,100,924.8,0,0
5/3/2022 5:20,297,309,2.6,7.2,22.4,100,924.7,0,0
5/3/2022 5:30,277,288,1.9,5.4,22.2,100,924.7,0,0
5/3/2022 5:40,269,310,3.1,7.2,22.1,100,924.6,0,0
5/3/2022 5:50,261,187,2.5,4.7,22,100,924.6,0,0
5/3/2022 6:00,282,315,1.9,5.4,21.7,100,924.6,0,0
5/3/2022 6:10,284,305,1.6,5,21.5,100,924.6,0,0
5/3/2022 6:20,248,318,1.8,5,21.4,100,924.7,0,0
5/3/2022 6:30,213,308,1.6,5,21.3,100,924.7,0,0
5/3/2022 6:40,304,311,3.5,7.9,21.2,100,924.7,0,0
5/3/2022 6:50,301,313,2.3,6.5,21.1,100,924.7,0,0
5/3/2022 7:00,286,299,2.4,6.1,21,100,924.6,0,0
5/3/2022 7:10,295,323,2.1,6.1,20.8,100,924.4,0,0
5/3/2022 7:20,284,321,2.9,7.2,20.8,100,924.2,0,0
5/3/2022 7:30,270,305,3.6,6.1,20.5,100,924.3,0,0
5/3/2022 7:40,214,202,1.5,4,20.3,100,924.2,0,0
5/3/2022 7:50,286,310,3.3,6.8,20.4,100,924.1,0,0
5/3/2022 8:00,291,301,3,6.5,20.3,100,924.1,0,0
5/3/2022 8:10,224,186,2.3,5.4,20.1,100,923.9,0,0
5/3/2022 8:20,278,312,2.1,5.8,19.9,100,923.8,0,0
5/3/2022 8:30,280,324,2.3,5.8,19.9,100,923.7,0,0
5/3/2022 8:40,232,303,1.9,6.1,19.8,100,923.7,0,0
5/3/2022 8:50,278,312,2.5,5.4,19.7,100,923.5,0,0
5/3/2022 9:00,286,302,3.1,8.3,19.7,100,923.3,0,0
5/3/2022 9:10,245,222,1.2,4.7,19.6,100,923.4,0,0
5/3/2022 9:20,218,204,1.2,5,19.6,100,923.4,0,0
5/3/2022 9:30,198,206,2.9,5.4,19.6,100,923.4,0,0
5/3/2022 9:40,260,203,2.1,6.5,19.6,100,923.3,0,0
5/3/2022 9:50,232,211,1.1,3.2,19.5,100,923.3,0,0
5/3/2022 10:00,222,200,1.3,6.5,19.4,100,923.5,0,0
5/3/2022 10:10,282,309,2.5,5.4,19.3,100,923.5,0,0
5/3/2022 10:20,273,299,1.5,5,19.3,100,923.5,0,0
5/3/2022 10:30,239,311,2.1,4.3,19.1,100,923.6,0,0
5/3/2022 10:40,235,264,2.5,5.8,19,100,923.8,0,0
5/3/2022 10:50,268,313,2.8,7.2,19,100,923.9,0,0
5/3/2022 11:00,248,158,1.7,4.3,18.9,100,924,0,0
5/3/2022 11:10,270,308,3.2,6.8,18.7,100,924.2,0,0
5/3/2022 11:20,283,312,2.4,5.8,18.6,100,924.3,0,0
5/3/2022 11:30,261,335,1.5,4.7,18.6,100,924.6,0,0
5/3/2022 11:40,271,306,1.6,5,18.4,100,924.7,0,0
5/3/2022 11:50,272,315,2,7.9,18.3,100,924.8,0,0
5/3/2022 12:00,290,306,2.7,5.8,18.3,100,924.9,0,0
5/3/2022 12:10,249,318,1.4,4.7,18.2,100,925,0,2
5/3/2022 12:20,271,300,2.2,7.2,18.1,100,924.9,0,8
5/3/2022 12:30,304,329,1.1,3.2,18,100,925,0,15
5/3/2022 12:40,267,203,2.1,6.5,18.1,100,925.1,0,26
5/3/2022 12:50,210,201,0.5,2.5,18.5,100,925.1,0,35
5/3/2022 13:00,220,211,2,5.8,18.8,100,925.2,0,43
5/3/2022 13:10,197,184,0.8,2.9,19.2,100,925.3,0,72
5/3/2022 13:20,174,197,2.3,6.5,19.9,100,925.4,0,74
5/3/2022 13:30,25,349,0.8,2.9,21.1,100,925.5,0,97
5/3/2022 13:40,138,162,1.1,2.5,22.3,100,925.6,0,83
5/3/2022 13:50,128,86,1.7,3.6,23.6,100,925.6,0,157
5/3/2022 14:00,101,74,2.5,6.8,24.7,100,925.6,0,357
5/3/2022 14:10,97,63,4.2,7.9,25.5,97,925.7,0,392
5/3/2022 14:20,87,49,4.4,7.6,26,93,925.8,0,367
5/3/2022 14:30,96,99,3.1,6.1,26.5,89,925.9,0,413
5/3/2022 14:40,79,65,4.5,8.6,27,84,926,0,488
5/3/2022 14:50,97,69,3.8,9,27.7,78,926,0,546
5/3/2022 15:00,80,83,5.7,11.9,28.2,75,926,0,580
